Image,Object ID,Name,Class,Parent,ROI,Centroid X,Centroid Y,Area,Perimeter,FOS_VIM_SYXG: FOS %,FOS_VIM_SYXG: FOS area,FOS_VIM_SYXG: Negative %,FOS_VIM_SYXG: Negative area,Num Detections,Num FOS,Num Negative,Positive %,Num points
Image_02.vsi - 20x_03,51b9364c-1f68-4860-bf0e-088917005635,ARC,,Image,Geometry,1777.2,5273.2,269614.8,3143.6,1.7434,405.6584,98.2566,22863.0391,648,107,541,0,
Image_02.vsi - 20x_03,4b0996d1-c1ae-4eae-89b8-5a7541a69880,VMH,,Image,Geometry,1878.3,4878.6,625648.3,4534.4,0.5964,379.9945,99.4036,63333.9336,1417,126,1291,0,
Image_02.vsi - 20x_03,b802f887-4ed7-43fd-9270-ca47573cd308,DMH,,Image,Geometry,1818.9,4391.4,664918.4,5071.7,4.1663,2624.3701,95.8337,60365.582,1589,213,1376,0,
Image_02.vsi - 20x_03,d192b72a-f94d-4a8c-b95b-3b9dd8b0f991,PathAnnotationObject,,Image,Polygon,2379,5137.2,5897.6,272.6,0.3977,1.1617,99.6023,290.963,7,1,6,0,
Image_02.vsi - 20x_03,ddabe83e-e4e7-40ed-8a52-3c022b52a727,PH,,Image,Polygon,1749.9,3803.5,764713.2,3908.9,2.0628,1360.9253,97.9372,64614.1719,1757,242,1515,0,
Image_02.vsi - 20x_04,a3ff8cb4-51d3-4512-a700-0c108f966a47,B,,Image,Geometry,2892,5778.6,33955.9,1886.4,1.7141,125.0454,98.2859,7170.1523,175,47,128,0,
Image_02.vsi - 20x_04,1a63c7d9-593e-4c23-a8d2-11addc93069d,A,,Image,Geometry,2816.5,5241,56089.4,2595.6,2.2896,232.4536,97.7104,9920.0957,186,69,117,0,
Image_02.vsi - 20x_04,8fd6bf4d-5bb3-47aa-b5b8-b23c1a7d7972,ARC,,Image,Geometry,2966.8,5747.3,228610.5,2815.1,1.0438,289.3788,98.9562,27434.8027,671,99,572,0,
Image_02.vsi - 20x_04,bf4fff25-1ae8-4535-8d55-ea323bbc5090,VMH,,Image,Geometry,2854.5,5399.9,568457.7,4196.4,0.9068,515.1788,99.0932,56295.1641,1316,164,1152,0,
Image_02.vsi - 20x_04,e001dc25-ae1d-4771-8e0f-4ea4b4ae7631,PH,,Image,Geometry,2667.1,4530.5,488170.3,3728,1.8294,1013.882,98.1706,54406.8086,1329,152,1177,0,
Image_02.vsi - 20x_04,bb89e587-54b6-4238-a582-d1860fc942b7,PAG,,Image,Polygon,1591.5,776.64,316214.9,2305.2,2.6894,882.1829,97.3106,31919.6465,852,96,756,0,
Image_02.vsi - 20x_04,5d732174-87e4-4877-b799-568ee49d1aad,DMH,,Image,Geometry,2850.5,4982.4,451233.5,4135.1,4.7518,2433.9504,95.2482,48788.2109,1331,212,1119,0,
Image_02.vsi - 20x_04,95232e0b-6440-403c-a9f4-d9781eff1450,VMH_FOS,,Image,Points,2663.9,5451.9,,,,0,,0,0,0,0,,3
Image_02.vsi - 20x_04,f2656463-b6c6-42e3-b3c2-a1cc1b95bc85,ARC_FOS,,Image,Points,2912,5648.8,,,0,0,100,0.1056,0,0,0,,2
Image_02.vsi - 20x_04,42b29786-6828-40bf-b5ae-7508ad39e760,DMH_FOS,,Image,Points,2813.1,5029.4,,,,,,,0,0,0,,74
Image_02.vsi - 20x_04,aca32b6e-6c29-4e1a-8368-0330aa9f1ca7,PH_FOS,,Image,Points,2644.3,4522.1,,,,,,,0,0,0,,17
Image_02.vsi - 20x_05,cb9026bf-2050-414a-9b67-ec5882b9d940,A,,Image,Polygon,1823.1,5481.1,41744.5,2367.1,1.6266,140.1481,98.3734,8475.7363,147,47,100,0,
Image_02.vsi - 20x_05,944cc9f5-b328-40a1-b55b-2f54f6e30d3a,B,,Image,Geometry,1947,6005.6,26170.1,1707.2,1.8678,101.705,98.1322,5343.5806,117,27,90,0,
Image_02.vsi - 20x_05,d1c88406-1f8f-4b00-8fc6-9d0f471c6964,ARC,,Image,Geometry,1970.5,6011.6,251772.7,2774.8,1.084,325.0759,98.916,29664.6035,747,110,637,0,
Image_02.vsi - 20x_05,634d14f5-77f9-4cc5-a06f-1c46d66f2507,VMH,,Image,Geometry,1737.3,5643.4,624823,4629,0.8695,544.011,99.1305,62024.0195,1339,142,1197,0,
Image_02.vsi - 20x_05,54b803ab-09d6-461e-b7bd-679b8c56d28d,DMH,,Image,Geometry,1865.4,5216,564467.8,4295.4,1.8768,1383.949,98.1232,72355.5859,1705,210,1495,0,
Image_02.vsi - 20x_05,ec11acc4-c28f-46ef-82bb-a1176d464032,PH,,Image,Geometry,1774.6,4635.4,590799.3,4345.6,1.2818,863.3839,98.7182,66493.7578,1577,174,1403,0,
Image_02.vsi - 20x_05,9c3af5cc-0dbd-4b5d-a487-4783adaf3520,DMH_FOS,,Image,Points,1724.2,5271.7,,,18.75,0.3168,81.25,1.373,0,0,0,,41
Image_02.vsi - 20x_05,878ff7fa-2ea7-4722-a05f-48ca47b7d8b8,VMH_FOS,,Image,Points,2066.4,5650.7,,,0,0,100,0.1056,0,0,0,,11
Image_02.vsi - 20x_05,b0c6ee40-683c-479c-93ec-20cd17defb86,ARC_FOS,,Image,Points,2169.5,5972.6,,,0,0,100,0.1056,0,0,0,,7
Image_02.vsi - 20x_05,11caf670-42ae-47e9-9c2b-965f003b7d3f,PH_FOS,,Image,Points,1687,4509.1,,,,,,,0,0,0,,18
Image_03.vsi - 20x_01,995c83f7-7000-4b5a-b854-f9c44fa90acc,A,,Image,Polygon,2311.3,7634.3,83060,2516.4,4.1811,782.0621,95.8189,17922.6875,447,182,265,0,
Image_03.vsi - 20x_01,ada082f1-fb9f-415e-858e-d102650256f5,B,,Image,Geometry,2323.6,8392.3,33393.3,2153.5,3.5888,285.8936,96.4112,7680.4731,220,76,144,0,
Image_03.vsi - 20x_01,b3beca99-7615-41de-8b33-be59f5cc8d0a,ARC,,Image,Geometry,2424,8332,227796.1,2847.3,5.7633,1346.3508,94.2367,22014.4414,786,270,516,0,
Image_03.vsi - 20x_01,c23d9e97-c079-4907-9716-2cd72e607d52,DMH,,Image,Geometry,2254.8,7445.8,593850,4340,1.2212,821.8781,98.7788,66480.6641,1643,190,1453,0,
Image_03.vsi - 20x_01,a7b955ba-d92a-4019-8d7a-c6045b9dee58,VMH,,Image,Geometry,2269.8,7934.2,660001.5,4521,1.2313,752.5961,98.7687,60370.5469,1580,258,1322,0,
Image_03.vsi - 20x_01,5bf6ccbb-afc6-4297-b794-0ffd09f34043,PH,,Image,Geometry,2141.3,6785,802944.6,4933.1,1.7877,1232.8171,98.2123,67728.0547,1762,186,1576,0,
Image_03.vsi - 20x_01,0201d72a-453e-44e8-9a44-21fd63374675,PAG,,Image,Polygon,1304.6,3677.3,232059.4,1832,3.1324,451.2831,96.8676,13955.5576,428,82,346,0,
Image_03.vsi - 20x_01,7b619eb2-291c-4cc1-b4d1-5fb98f07b156,DMH_FOS,,Image,Points,2296.4,7696.5,,,23.5294,0.4225,76.4706,1.373,0,0,0,,42
Image_03.vsi - 20x_01,ad259ac3-6886-4e20-88aa-69ccbd3b3bd9,VMH_FOS,,Image,Points,2068,8045.4,,,0,0,100,0.4225,0,0,0,,5
Image_03.vsi - 20x_01,74e00ad1-b7fe-4087-88d0-9f9482a20b79,ARC_FOS,,Image,Points,2396.9,8325.6,,,0,0,100,0.5281,0,0,0,,14
Image_03.vsi - 20x_02,7a5abaa9-8f6c-4790-8971-fe37d7a260ca,A,,Image,Polygon,1980.1,6504.3,23026.3,1345.7,1.3498,119.0255,98.6502,8699.002,121,41,80,0,
Image_03.vsi - 20x_02,e19016ed-8e94-4bca-9857-49c2636ea661,B,,Image,Polygon,1961.6,7070.3,32438.1,2200.8,1.936,161.6931,98.064,8190.3711,192,52,140,0,
Image_03.vsi - 20x_02,6098e096-929b-4ccb-9bd1-b4c08eeb4ff5,ARC,,Image,Geometry,2049.8,6997.7,292478,3495.4,2.0487,718.272,97.9513,34341.3438,876,171,705,0,
Image_03.vsi - 20x_02,a1fb2b50-37db-4261-8422-1cb325578885,VMH,,Image,Geometry,1999.3,6674.4,641128.6,4400.9,0.8223,541.3707,99.1777,65292.7344,1396,175,1221,0,
Image_03.vsi - 20x_02,5292b154-1619-4f15-b0c3-5e7bf6c43738,DMH,,Image,Geometry,1976.7,6215,626736.7,4621.9,1.4744,1212.3282,98.5256,81014.1328,1818,269,1549,0,
Image_03.vsi - 20x_02,006f08f9-25fc-40db-af76-9aa1510ff2c3,PH,,Image,Geometry,1786.4,5661.8,745089.1,4854,1.1784,921.5765,98.8216,77283.8906,1791,185,1606,0,
Image_03.vsi - 20x_02,ca18c60c-2142-4860-88ab-c82704179a33,PAG,,Image,Polygon,632.7,2006,212381.2,2352.6,5.3104,1009.5519,94.6896,18001.1582,553,118,435,0,
Image_03.vsi - 20x_02,25f578b8-3980-4c5e-8037-f412d59451c8,DMH_FOS,,Image,Points,1906.6,6349.3,,,8.9286,0.5281,91.0714,5.3862,0,0,0,,90
Image_03.vsi - 20x_02,587e5494-eb34-4cfb-beee-856da8c0adb8,PH:FOS,,Image,Points,1780.7,5536.6,,,11.7647,0.4225,88.2353,3.1684,0,0,0,,57
Image_03.vsi - 20x_02,cb308d00-008d-4135-9001-3d09ed0ebc36,VMH_FOS,,Image,Points,2290,6780,,,,,,,0,0,0,,5
Image_03.vsi - 20x_02,9b97c327-3198-41cb-a49d-967b2a8c0e12,ARC_FOS,,Image,Points,1831.5,7114.9,,,,,,,0,0,0,,6
Image_03.vsi - 20x_04,7561c609-33e1-414a-ba30-68cda9ce88ae,PH,,Image,Geometry,1779.6,4318.1,644168.8,4442.7,2.7074,1803.5482,97.2926,64811.1406,1700,312,1388,0,
Image_03.vsi - 20x_04,1060a58f-4e28-492b-8e4a-44a4dd7dca57,DMH,,Image,Geometry,1965.7,4953.2,581689.1,4314.5,1.343,1055.2822,98.657,77519.5156,1839,309,1530,0,
Image_03.vsi - 20x_04,28de062b-37fa-43c6-abf5-d0c8e8caed3a,VMH,,Image,Geometry,2127.2,5368.9,546669.7,4154.5,1.0399,614.9828,98.9601,58523.8047,1391,203,1188,0,
Image_03.vsi - 20x_04,b80b96a1-9d08-4fd4-8790-41a6b8d61c78,PAG,,Image,Polygon,798.95,642.13,393233.2,2792,2.7358,923.1607,97.2642,32820.5234,1042,266,776,0,
Image_03.vsi - 20x_04,33dab9f8-131a-4bf0-af5c-4337023166ca,ARC,,Image,Geometry,2059.5,5713,303075.3,3108.2,1.5868,673.9147,98.4132,41797.1797,1031,236,795,0,
Image_03.vsi - 20x_04,6f2f07dd-4da5-465d-b90c-04d46d292b49,A,,Image,Geometry,1885,4856.2,87217.8,3359.2,2.2166,520.1426,97.7834,22945.416,409,140,269,0,
Image_03.vsi - 20x_04,683c04dd-db0e-4257-b6da-dc8b7ac69f94,B,,Image,Geometry,1942.9,5791.5,35370.3,2340.1,2.4908,265.7216,97.5092,10402.4297,248,78,170,0,
Image_03.vsi - 20x_04,9771a143-86c0-4497-94da-d311aeea0802,DMH-FOS,,Image,Points,2009.2,4952.3,,,6.25,0.5281,93.75,7.921,0,0,0,,165
Image_03.vsi - 20x_04,c9011307-9873-44a0-9c44-3984a0b84f95,PH_FOS,,Image,Points,1683.1,4318,,,22.7273,0.5281,77.2727,1.7954,0,0,0,,70
Image_04.vsi - 20x_03,cbb33161-a584-419e-91e9-9e1cc168800c,B,,Image,Polygon,3075,8835.7,35677.7,2155.8,1.8789,132.1215,98.1211,6899.7837,199,42,157,0,
Image_04.vsi - 20x_03,9906cfe8-97ee-4d79-be23-9b908a99fc60,A,,Image,Geometry,2980.7,8210.9,43960.2,2603.2,2.5356,320.8514,97.4644,12333.1348,267,80,187,0,
Image_04.vsi - 20x_03,9dbfe4c8-c07e-4dad-990a-3e017e7e316b,ARC,,Image,Geometry,3072.4,8879.4,251352.4,2861.6,1.606,283.5701,98.394,17373.3965,575,91,484,0,
Image_04.vsi - 20x_03,2c4d56de-4772-42f8-ba24-4bbe858953a8,VMH,,Image,Geometry,2957.2,8530.6,665394.8,4759.2,0.6339,380.945,99.3661,59714.6914,1511,136,1375,0,
Image_04.vsi - 20x_03,5608da35-603a-4a62-b6bb-7ab0f5ed1f86,DMH,,Image,Geometry,3103.2,8071.4,759477.8,5186,0.7615,601.9924,99.2385,78454.6094,1859,177,1682,0,
Image_04.vsi - 20x_03,b83db307-d459-47a0-ae97-a9d429d3f2b8,PH,,Image,Geometry,2937.1,7472.5,824125.4,5442.2,1.0188,779.4218,98.9812,75721.6719,1894,172,1722,0,
Image_04.vsi - 20x_03,5e37184c-e8a9-4348-8437-fe0a01822b99,PAG,,Image,Polygon,2810.1,3221.7,297139.3,2728.4,1.7452,402.3844,98.2548,22654.5586,709,119,590,0,
Image_04.vsi - 20x_03,1dca2bc9-ad09-4080-bcdb-2c61b0dcbb6a,PH_FOS,,Image,Points,3107.4,7395.1,,,6.25,0.1056,93.75,1.5842,0,0,0,,40
Image_04.vsi - 20x_03,1f320776-67f4-4a12-beb6-fa7ac830634c,DMH_FOS,,Image,Points,3075.7,8152.8,,,0,0,100,0.2112,0,0,0,,6
Image_04.vsi - 20x_03,1597a371-1167-4ad0-a686-2222a606b48a,VMH_FOS,,Image,Points,2978.4,8338.6,,,0,0,100,0.1056,0,0,0,,2
Image_04.vsi - 20x_03,52b72bd5-272f-4e83-a26f-210eb5389825,ARC_FOS,,Image,Points,2758.3,8933.8,,,0,0,100,0.1056,0,0,0,,3
Image_04.vsi - 20x_04,125921b8-f7fe-4b16-b7a2-9ef7b28fb110,B,,Image,Polygon,3276.7,7629.8,33601.7,1783.8,1.8455,142.2603,98.1545,7566.4111,185,47,138,0,
Image_04.vsi - 20x_04,06a7e69b-8dde-41f0-a054-b904bbd72098,A,,Image,Geometry,3161,6998.4,64672.4,3161.9,2.0448,375.0307,97.9552,17965.3555,305,100,205,0,
Image_04.vsi - 20x_04,af3361c8-62f4-4cc2-966e-216beeb1ffe4,ARC,,Image,Geometry,3260.6,7647.5,264553,2873.4,1.9489,472.9337,98.0511,23793.9102,696,148,548,0,
Image_04.vsi - 20x_04,b317ebe2-23c3-4a4d-9f5f-abebd11ef062,VMH,,Image,Geometry,3268.7,7278.7,626524.8,4351.2,0.5147,314.9371,99.4853,60874.1094,1317,127,1190,0,
Image_04.vsi - 20x_04,1e4b01eb-f43f-4b18-8b93-b3f7d8785dc4,DMH,,Image,Geometry,3156.9,6860.4,803999.4,5394.1,0.6989,596.1837,99.3011,84707.5156,2020,206,1814,0,
Image_04.vsi - 20x_04,6ad89828-f031-4668-9e47-569a180e42fa,PH,,Image,Geometry,2987.9,6191.3,941081.4,5435,1.1568,1013.2483,98.8432,86580.7734,2208,237,1971,0,
Image_04.vsi - 20x_04,7a03fa10-d3f7-4e14-b867-da88f1c56e9d,PAG,,Image,Polygon,2811,2142.4,536586.2,4362,2.4926,899.6091,97.5074,35191.9492,1148,216,932,0,
Image_04.vsi - 20x_04,bf2a1136-422c-4bd8-af12-da141d886704,ph_fos,,Image,Points,2947.3,6097.7,,,12.5,0.1056,87.5,0.7393,0,0,0,,30
Image_04.vsi - 20x_04,6641ba69-d6c9-44d7-8c1b-92900bd127d9,DMH_FOS,,Image,Points,3173.4,6898.2,,,0,0,100,0.8449,0,0,0,,23
Image_04.vsi - 20x_04,4b177b76-f2e9-4bc6-80c0-f137668170ef,VMH_FOS,,Image,Points,3193.2,7298.3,,,0,0,100,0.2112,0,0,0,,6
Image_04.vsi - 20x_04,08492aa0-8ca0-4701-aa94-094e22fc7916,ARC_FOS,,Image,Points,3207.4,7586.7,,,0,0,100,0.5281,0,0,0,,19
Image_04.vsi - 20x_04,4377ff96-a546-4d91-95d3-c1fc1238a162,PAG_FOS,,Image,Points,2712.3,2286.8,,,50,0.1056,50,0.1056,0,0,0,,6
Image_04.vsi - 20x_05,924daa24-23ce-42b9-8eca-346e19359ecc,A,,Image,Geometry,3907.8,8490.8,94396.3,3929,1.3192,302.158,98.6808,22601.7539,399,89,310,0,
Image_04.vsi - 20x_05,ac4a7d49-ddca-42fe-989b-912ad891b892,B,,Image,Polygon,4015.4,9269.1,38170.1,2009.8,1.2942,116.4908,98.7058,8884.5635,183,34,149,0,
Image_04.vsi - 20x_05,a02fbb9e-c816-4f63-bf32-0415201ba346,ARC,,Image,Geometry,4117.4,9268.3,247146.9,2999.1,1.2297,305.8544,98.7703,24566.2559,619,100,519,0,
Image_04.vsi - 20x_05,a1c0f53d-a4cf-4713-bae5-1bb5f2e5f626,VMH,,Image,Geometry,3907.4,8935.1,599525.7,4300.6,0.6219,370.3838,99.3781,59189.6914,1291,126,1165,0,
Image_04.vsi - 20x_05,23d8e362-95cb-44d6-9723-81667108a7f2,DMH,,Image,Geometry,3944,8519,592188.5,4388.3,0.7453,523.2054,99.2547,69673.5469,1721,172,1549,0,
Image_04.vsi - 20x_05,697e0528-3fcd-4427-bc90-5bbdffc07eab,PH,,Image,Polygon,3787.3,7877.4,586214.1,4435.5,1.0638,609.8078,98.9362,56711.8047,1402,128,1274,0,
Image_04.vsi - 20x_05,15654292-11ab-4f8f-96fd-b8d75e78bdcf,PAG,,Image,Polygon,3384.5,3691.1,472758,3348.2,1.8321,667.5779,98.1679,35769.6523,1072,173,899,0,
Image_04.vsi - 20x_05,c7099a67-006a-49ca-b21b-2065157bcfa1,PH_FOS,,Image,Points,3872.5,7864.4,,,30.7692,0.4225,69.2308,0.9505,0,0,0,,30
Image_04.vsi - 20x_05,131f0de7-ed26-4aec-8bd7-22652065ee98,DMH_FOS,,Image,Points,3962.2,8554.7,,,50,0.1056,50,0.1056,0,0,0,,6
Image_04.vsi - 20x_05,a6c22065-cab8-4bb0-a1be-be0691efc743,VMH_FOS,,Image,Points,3910.3,9030.4,,,0,0,100,0.1056,0,0,0,,3
Image_04.vsi - 20x_05,d52635bf-7a1d-4101-beb0-701355182355,ARC_FOS,,Image,Points,4046.8,9194,,,0,0,100,0.4225,0,0,0,,8
Image_04.vsi - 20x_05,764bd91f-9d1d-4a82-8f71-3622797a7431,PAG_FOS,,Image,Points,3221.2,3664,,,100,0.2112,0,0,0,0,0,,20
Image_05.vsi - 20x_03,3b15a08e-7db6-4292-a67f-739fdcd4df44,B,,Image,Geometry,3176.3,8489.6,35142.4,2668.4,1.1121,97.4805,98.8879,8667.7402,178,32,146,0,
Image_05.vsi - 20x_03,0ed0288d-c4a4-41b7-992a-0076b2f94a83,A,,Image,Polygon,3267.7,7872.2,35941.6,1966.8,1.4046,158.2078,98.5954,11104.9648,172,63,109,0,
Image_05.vsi - 20x_03,03628419-21bc-4da9-8bcf-fdcc13bd8e0f,ARC,,Image,Geometry,3227,8419.2,201247.9,2613.7,1.3037,255.3715,98.6963,19332.3008,501,107,394,0,
Image_05.vsi - 20x_03,9a30582d-5a6a-4e11-a1d5-f56e893df39d,VMH,,Image,Geometry,3313.6,7942.1,902547.1,5037.1,1.1429,1169.2383,98.8571,101138.5312,2114,327,1787,0,
Image_05.vsi - 20x_03,8a1a0860-0317-4eb6-8b90-3fd2e87b6971,DMH,,Image,Geometry,3522.8,7418.7,448967.5,3858.2,0.7265,421.9228,99.2735,57655.5625,1226,118,1108,0,
Image_05.vsi - 20x_03,864ab33b-a5ba-45cf-8c07-9bee9563cd90,PH,,Image,Polygon,3647.4,6823,428730.1,2488.7,1.1677,571.9984,98.8323,48412.6523,1124,141,983,0,
Image_05.vsi - 20x_03,d1db480a-4ef9-44f1-a2d6-b0933d674967,PH_FOS,,Image,Points,3686,6757.6,,,0,0,100,0.5281,0,0,0,,8
Image_05.vsi - 20x_03,92c5ddd9-f1da-486c-aabf-59d2294bddea,DMH_FOS,,Image,Points,3590.4,7467.7,,,0,0,100,1.2674,0,0,0,,23
Image_05.vsi - 20x_03,25e3bf68-1261-4aa5-af25-0bff1899c64b,VMH_FOS,,Image,Points,3227.5,7924.9,,,12.5,0.1056,87.5,0.7393,0,0,0,,22
Image_05.vsi - 20x_03,a6cb6302-b622-4035-a9b3-455556e0df76,ARC:FOS,,Image,Points,3176,8442.2,,,20,0.1056,80,0.4225,0,0,0,,16
Image_05.vsi - 20x_03,dd27d675-5b45-4c4a-810d-70e03d0cc2ac,PAG,,Image,Geometry,3569.4,3263.9,521923.5,3926.8,1.72,710.0342,98.28,40571.543,1176,173,1003,0,
Image_05.vsi - 20x_03,a48d1b72-09f3-4531-ad00-01516f02dc52,PAG_FOS,,Image,Points,3587.4,3361.1,,,0,0,100,0.1056,0,0,0,,9
Image_05.vsi - 20x_04,d0056f6f-c06f-45f2-afa7-94b68473cf42,B,,Image,Geometry,2930.4,8999.8,47850.8,2988.2,0.7084,74.7738,99.2916,10480.2656,213,28,185,0,
Image_05.vsi - 20x_04,d84564d0-a5d9-492b-9a61-2b22013b6aec,A,,Image,Polygon,3054.1,8395.3,32195,1645.5,1.252,124.9398,98.748,9854.2998,146,42,104,0,
Image_05.vsi - 20x_04,887decd1-833a-41e2-9258-e327b105aabc,ARC,,Image,Geometry,2903.7,8909,340045.3,3292.8,0.6012,195.4891,99.3988,32322.1348,741,86,655,0,
Image_05.vsi - 20x_04,fdf6d1a8-8938-4a09-bed4-d3bbf3227e68,VMH,,Image,Geometry,3015.6,8516.9,693979.1,4648.5,0.6467,514.7563,99.3533,79076.9844,1554,146,1408,0,
Image_05.vsi - 20x_04,7afd5480-4a1c-4c8c-ae1c-cd56ea270e6e,DMH,,Image,Geometry,3097.5,8098.5,621891,4821,0.3881,281.3523,99.6119,72212.4766,1508,110,1398,0,
Image_05.vsi - 20x_04,85577964-fea2-49c9-a62c-28fcf9a3c5ea,PH,,Image,Geometry,3082.4,7507.4,926496.2,5371.8,0.6606,646.9835,99.3394,97294.6484,2230,185,2045,0,
Image_05.vsi - 20x_04,bae1a1e7-61a5-46c3-83b9-dc4adb4205a6,PAG,,Image,Geometry,3547.6,3783.1,342021.2,3166.4,1.5773,407.137,98.4227,25404.9258,758,107,651,0,
Image_05.vsi - 20x_04,9f88cf95-5273-47b7-9bb9-35cfb69fed3f,PH_FOS,,Image,Points,3065.3,7350.3,,,66.6667,0.2112,33.3333,0.1056,0,0,0,,9
Image_05.vsi - 20x_04,1518039b-95ed-4c57-95ab-945887d76631,DMH_FOS,,Image,Points,3170,8140.7,,,0,0,100,0.4225,0,0,0,,18
Image_05.vsi - 20x_04,79108669-2184-4c6c-969a-eabe546dca38,VMH_FOS,,Image,Points,2800.4,8478.3,,,40,0.2112,60,0.3168,0,0,0,,15
Image_05.vsi - 20x_04,c791133f-ddca-4313-bc5d-d04aa90554d0,ARC_FOS,,Image,Points,3072.8,8942,,,0,0,100,0.6337,0,0,0,,19
Image_05.vsi - 20x_04,918c87a6-6c72-407a-a32c-f62167dfedf0,PAG_FOS,,Image,Points,3574.4,3768.3,,,,0,,0,0,0,0,,4
Image_05.vsi - 20x_05,8d8e34d6-9b8b-4ff3-a65a-a3d5ba5754da,B,,Image,Polygon,3809.5,9309.2,48273.8,2641.3,0.7571,85.1238,99.2429,11158.9326,211,32,179,0,
Image_05.vsi - 20x_05,06aad665-3b2c-46a0-807b-21d050cc5f6c,A,,Image,Polygon,3887.7,8538.9,60242.3,2954.9,1.8602,343.7694,98.1398,18136.3418,359,111,248,0,
Image_05.vsi - 20x_05,428c2119-9466-492d-9a34-a56b78da5a7b,ARC,,Image,Geometry,3875.7,9228.7,259240.1,3076.6,1.1362,319.4785,98.8638,27799.2715,700,119,581,0,
Image_05.vsi - 20x_05,f9eee334-c793-4851-bcd3-36994e0431b1,VMH,,Image,Geometry,3896.9,8801.3,688780.6,4548,0.6389,460.4714,99.3611,71608.375,1455,134,1321,0,
Image_05.vsi - 20x_05,9901a68d-0d09-4910-a8da-e3df23dd3983,DMH,,Image,Geometry,4014.4,8273.9,677123.9,4868.6,0.448,382.7404,99.552,85056.4609,1879,175,1704,0,
Image_05.vsi - 20x_05,8862f1fa-3160-4ab1-950e-3366668a9413,PH,,Image,Geometry,3943,7661.5,768158.9,4737.3,0.6281,457.5143,99.3719,72382.5156,1746,159,1587,0,
Image_05.vsi - 20x_05,70229f1a-dfad-4973-9b2c-5f0cdbb50e41,PAG,,Image,Geometry,4009.2,4088,268323.3,2777.8,1.8553,337.2214,98.1447,17839.2539,530,93,437,0,
Image_05.vsi - 20x_05,3922a479-1017-42a6-806a-2a827826144e,PH_FOS,,Image,Points,3863.7,5396.1,,,60,0.3168,40,0.2112,0,0,0,,13
Image_05.vsi - 20x_05,b4bb623a-2dd1-4275-9e65-8a3b26487229,DMH-FOS,,Image,Points,4194.6,8205.8,,,0,0,100,0.2112,0,0,0,,8
Image_05.vsi - 20x_05,6c81a9d8-12a4-4e16-800f-58a9c4f2eee1,VMH_FOS,,Image,Points,3515.4,8856,,,66.6667,0.2112,33.3333,0.1056,0,0,0,,9
Image_05.vsi - 20x_05,420cce3c-3326-4604-85a8-54ea86785108,ARC_FOS,,Image,Points,3795.2,9198.6,,,0,0,100,0.2112,0,0,0,,15
Image_07.vsi - 20x_02,5cc9a585-a854-44cb-89b2-e8e4a50e23ee,VMH,,Image,Geometry,3369.2,7692.5,836823.1,4680.5,0.2498,227.4898,99.7502,90829.4609,1785,74,1711,0,
Image_07.vsi - 20x_02,d893e24d-caa0-4aa7-87d9-281ed9a6bf2e,ARC,,Image,Polygon,3468.1,8232.9,301811.6,2297.4,0.8038,229.602,99.1962,28334.4102,676,75,601,0,
Image_07.vsi - 20x_02,3f08ceef-65dd-4f27-99cc-ac54de5beea1,DMH,,Image,Geometry,3375.2,7133.4,571855.2,4623.8,2.6251,1431.4746,97.3749,53098.2656,1307,154,1153,0,
Image_07.vsi - 20x_02,5eeb0027-a3b6-4ebd-90e1-f0656358743e,PH,,Image,Polygon,3292.3,6635.5,622039.1,4194.8,1.2503,686.1658,98.7497,54193.0469,1385,121,1264,0,
Image_07.vsi - 20x_02,454aee22-31e8-4b38-89bf-c5d470b855cf,PAG,,Image,Geometry,3014.4,3154.1,575762.6,4186.4,1.8814,964.1384,98.1186,50282.4219,1371,92,1279,0,
Image_07.vsi - 20x_02,d427a78b-b268-474f-9449-d0026711670d,DMH_FOS,,Image,Points,3344.3,7126.9,,,12.1212,0.4225,87.8788,3.0628,0,0,0,,77
Image_07.vsi - 20x_02,8d63ff9a-6ccf-42ce-8e34-dd3bada72524,VMH_FOS,,Image,Points,3380.6,7873.9,,,0,0,100,0.1056,0,0,0,,6
Image_07.vsi - 20x_02,7b5bb470-5558-4c1b-9771-03f17bafad65,ARC FOS,,Image,Points,3454.8,8166.8,,,0,0,100,0.2112,0,0,0,,9
Image_07.vsi - 20x_02,2e8a8fb5-69ea-4d05-b7e4-71aaf76c77f4,PH_FOS,,Image,Points,3326.1,6667.1,,,33.3333,0.1056,66.6667,0.2112,0,0,0,,21
Image_07.vsi - 20x_02,eed9df47-ef8d-4fa8-a985-0f292ad13bd5,PAH_FOS,,Image,Points,2922.8,3095.7,,,71.4286,0.5281,28.5714,0.2112,0,0,0,,22
Image_07.vsi - 20x_04,bb8e786b-ed99-49d4-9ee0-7b7738f4432f,B,,Image,Polygon,3533.8,8507,18634.2,1484.5,2.1611,110.3653,97.8389,4996.5371,131,38,93,0,
Image_07.vsi - 20x_04,af0b0445-c57a-454b-b348-1691a9884c41,A,,Image,Polygon,3426.1,8050.2,24082.2,1461.4,6.7723,572.5265,93.2277,7881.4541,192,108,84,0,
Image_07.vsi - 20x_04,d2547161-3c12-43d3-bc9a-1b0727337095,ARC,,Image,Geometry,3503.6,8504.9,340010.4,3421.6,1.7189,471.0327,98.2811,26931.6621,749,130,619,0,
