Image,Name,DAB-Thesholder: FOS area µm^2,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max,MIDLOW-SENS-FOS-thersholder: FOS area µm^2,DAB_FOS_LOWSENS: FOS area µm^2,Num Detections,Num FOS,Area µm^2
SH19-61.vsi - 20xPOA,cg,2283.322,0.2751,0.0181,0.2304,0.9572,,2372.4062,34,34,537847.2
SH19-61.vsi - 20xPOA,cp,191250.75,0.6642,0.5722,0.2244,7.2196,,187442.6406,8,8,271160.6
SH19-61.vsi - 20xPOA,cg,1074.5321,0.2665,0.0116,0.2284,0.5833,,924.5519,22,22,537847.2
SH19-61.vsi - 20xPOA,cp,120825.0078,0.5652,0.4099,0.2284,6.3745,,118514.1094,4,4,200187.4
SH19-61.vsi - 20xPOA,BNSTx05,25481.291,0.3426,0.127,0.2284,3.466,,21541.4258,73,73,122076.1
SH19-61.vsi - 20xPOA,BNSTx05,8085.9829,0.2875,0.0865,0.2284,2.4166,,6401.2134,25,25,161011.3
SH19-61.vsi - 20xPOA,cp,209738.4375,0.6165,0.4178,0.2163,6.3165,,204114.8438,11,11,300973.2
SH19-61.vsi - 20xPOA,MnPO,605.5685,0.2631,0.0104,0.2183,0.5895,,463.5669,16,16,317561.7
SH19-61.vsi - 20xPOA,AVPE,1563.6813,0.264,0.0116,0.2243,0.7988,,1072.5413,32,32,744528.4
SH19-61.vsi - 20xPOA,OVLT,705.5578,0.2748,0.0674,0.2304,1.8405,,623.1747,6,6,27424.2
SH19-61.vsi - 20xPOA,dMPO,3494.9285,0.2735,0.0503,0.2284,3.7692,,3480.9768,49,49,506611.4
SH19-61.vsi - 20xPOA,vMPO,3387.8979,0.2774,0.0477,0.2223,6.6176,,4003.6924,41,41,506611.4
SH19-61.vsi - 20xPOA,cg,1141.661,0.2748,0.0152,0.2304,0.6404,,1063.9741,15,15,537847.2
SH21-41.vsi - 20xPOA,cp,325977.3125,0.8339,0.9826,0.2223,7.2196,,280914.0312,116,116,479697.2
SH21-41.vsi - 20xPOA,cp,216883.1094,1.131,1.233,0.2143,7.2196,,207070.1719,18,18,260110
SH21-41.vsi - 20xPOA,cp,170626.7969,0.6074,0.6574,0.2084,7.2196,,156691.0156,108,108,304244.4
SH26-2.vsi - 20xPOA,cp,75182.0391,0.4035,0.1752,0.2304,3.6974,,90915.0938,130,130,246392.7
SH26-2.vsi - 20xPOA,cp,87401.8516,0.4655,0.2542,0.2345,4.91,,96410.7656,65,65,239860.3
SH26-2.vsi - 20xPOA,cp,64737.625,0.4524,0.2294,0.2345,4.8114,,77540.1875,97,97,194568.5
SH26-2.vsi - 20xPOA,cp,48568.4766,0.4101,0.2409,0.2365,6.3165,,53900.8594,97,97,214738.2
SH26-2.vsi - 20xPOA,OVLT,45.0656,0.2762,0.0201,0.2345,0.544,,140.5957,1,1,50679.1
SH26-2.vsi - 20xPOA,AVPE,62.4346,0.2725,0.0122,0.2063,0.9196,,147.9893,1,1,735936.5
SH26-2.vsi - 20xPOA,MnPO,0,0.2651,0.008,0.2345,0.4181,,0,0,0,261726
SH26-2.vsi - 20xPOA,dMPO,10.3275,0.2698,0.0107,0.2345,0.6237,,148.5761,0,0,513003.4
SH26-2.vsi - 20xPOA,vMPO,108.9085,0.2795,0.0137,0.2406,0.6804,,495.2538,2,2,513003.4
SH26-2.vsi - 20xPOA,BNSTx05,0,0.2702,0.0106,0.2345,0.4394,,3.8728,0,0,129736.1
SH26-2.vsi - 20xPOA,LSVx05,0.4694,0.2676,0.0104,0.2304,0.4783,,7.7457,0,0,399221.4
SH26-2.vsi - 20xPOA,BNST,39.4324,0.2793,0.0144,0.2365,1.4641,,651.2235,0,0,442092
SH26-2.vsi - 20xPOA,OVLT,784.4225,0.2789,0.0571,0.2304,1.541,,1238.0171,8,8,61739.4
SH26-2.vsi - 20xPOA,AVPE,297.1511,0.2781,0.0163,0.2304,1.4895,,1657.8092,6,6,699510.4
SH26-2.vsi - 20xPOA,MnPO,118.7665,0.2853,0.0212,0.2406,1.9682,,913.5202,1,1,303335
SH26-2.vsi - 20xPOA,vMPO,125.3386,0.2824,0.0165,0.2243,0.7332,,2908.2661,0,0,513003.4
SH26-2.vsi - 20xPOA,dMPO,158.1989,0.2887,0.0192,0.2406,1.1398,,2362.6655,2,2,513003.4
SH26-2.vsi - 20xPOA,cg,789.5863,0.2932,0.022,0.2183,1.2983,,7516.2388,4,4,499017.6
SH26-2.vsi - 20xPOA,AVPE,696.1691,0.2932,0.0224,0.2365,0.89,,6396.7539,9,9,708700.2
SH26-2.vsi - 20xPOA,cg,161.0155,0.2813,0.0137,0.2407,1.1897,,267.5779,3,3,495240.6
_H254_1.vsi - 20x_01POA,vMPO,359.5857,0.0988,0.0077,0.0682,0.5447,,16.1955,9,9,500513.3
_H254_1.vsi - 20x_01POA,AVPE,340.3389,0.0955,0.007,0.0628,0.5115,,105.2708,3,3,588429.5
_H254_1.vsi - 20x_01POA,MnPO,230.961,0.0955,0.0073,0.0682,0.7848,,8.8019,5,5,279089.2
_H254_1.vsi - 20x_01POA,LSV,532.8065,0.0965,0.0087,0.0682,0.2844,,0,10,10,206953.7
_H254_1.vsi - 20x_01POA,BNSTx05,90.6006,0.0957,0.0063,0.0682,0.3058,,0,2,2,142936.5
_H254_1.vsi - 20x_01POA,cp,16693.0371,0.1176,0.0272,0.0575,0.437,,317.69,147,147,214783.4
_H254_1.vsi - 20x_01POA,cg,8.4498,0.0927,0.0061,0.0682,0.1864,,0,0,0,461239
_H254_1.vsi - 20x_01POA,dMPO,1692.3059,0.0983,0.0103,0.0682,0.5552,,132.7327,19,19,512111.1
_H254_1.vsi - 20x_02POA,cp,10707.7666,0.1166,0.029,0.0682,0.4522,,290.9323,82,82,147712.1
_H254_1.vsi - 20x_02POA,cg,990.0342,0.0969,0.0195,0.0628,1.4931,,404.1834,12,12,496916
_H254_1.vsi - 20x_02POA,BNSTx05,1455.7117,0.1013,0.0226,0.0682,0.6214,,257.9544,14,14,92240.5
_H254_1.vsi - 20x_02POA,LSVx05,454.8806,0.096,0.0084,0.0682,0.3484,,6.22,4,4,233300.8
_H254_1.vsi - 20x_02POA,AVPE,80.7425,0.0958,0.0075,0.0628,0.2204,,0,1,1,678345.1
_H254_1.vsi - 20x_02POA,MnPO,6.5721,0.0942,0.0066,0.0628,0.1884,,0,0,0,333964.6
_H254_1.vsi - 20x_02POA,vMPO,434.2255,0.0978,0.0074,0.0682,0.2408,,0,9,9,506115
_H254_1.vsi - 20x_02POA,vMPO,139.891,0.102,0.0068,0.0682,0.2655,,0,5,5,505936.8
_H254_1.vsi - 20x_03POA,AVPE,922.4358,0.0963,0.0082,0.0682,0.4955,,36.4986,18,18,693303.7
_H254_1.vsi - 20x_03POA,MnPO,9.3887,0.0942,0.0062,0.0628,0.1985,,0,0,0,311223.4
_H254_1.vsi - 20x_03POA,BNSTx05,1336.0062,0.1006,0.0159,0.0682,0.4291,,92.7134,16,16,119873.1
_H254_1.vsi - 20x_03POA,LSVx05,122.522,0.0956,0.0064,0.0628,0.3792,,10.5623,2,2,255616.7
_H254_1.vsi - 20x_03POA,dMPO,590.5467,0.0993,0.0104,0.0628,1.3731,,69.8284,9,9,496459.6
_H254_1.vsi - 20x_03POA,vMPO,300.9066,0.1033,0.0081,0.0682,0.7759,,39.7846,5,5,496459.6
_H254_1.vsi - 20x_03POA,cg,317.3367,0.0955,0.0147,0.0682,1.5228,,119.4712,7,7,505063.5
_H254_1.vsi - 20x_03POA,cp,8085.9829,0.1083,0.0219,0.0668,0.7447,,192.703,87,87,255979.1
