Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,FOS-Thresh-1: Positive %,FOS-Thresh-1: Positive area µm^2,FOS-Thresh-1: Negative %,FOS-Thresh-1: Negative area µm^2,Num Detections,Num Negative,Num Positive,Positive %,Num Positive per mm^2,Area µm^2,Perimeter µm,Classifier: Positive %,Classifier: Positive area µm^2,Classifier: Negative %,Classifier: Negative area µm^2,Fos-Thresh-1: Positive %,Fos-Thresh-1: Positive area µm^2,Fos-Thresh-1: Negative %,Fos-Thresh-1: Negative area µm^2
Slide 47_Image01.vsi - EFI 40x_04 #8,35a2d8b2-ff9d-44a3-86d4-ee7462a7c981,LPO,,Image,Rectangle,1670.3,2004.9,11.4073,859.1254,88.5927,533816.4375,1792,1789,3,0.1674,4.979,602563.1,3139.5,,,,,0.1426,859.1254,99.8574,601703.9375
Slide 70_Image01.vsi - EFI 40x_01 #2,ed2c072b-37dd-4a7f-88c9-f1b561e3dd91,OVLT,,Image,Geometry,1437.9,1548.4,2.1324,393.3474,97.8676,18052.6074,198,194,4,2.02,216.89,18442.4,1196.3,,,,,,,,
Slide 70_Image01.vsi - EFI 40x_01 #2,88664c78-08f1-45eb-a210-72bb8926f151,AVPE,,Image,Geometry,1097,1506.9,0.1562,1094.0311,99.8438,699121.3125,2095,2092,3,0.1432,4.284,700214.5,5254.4,,,,,,,,
Slide 70_Image01.vsi - EFI 40x_02 #4,5ff89860-d85b-4754-a7f0-83637a735fec,OVLT,,Image,Polygon,2200.9,1852.7,12.2495,6254.5581,87.7505,44805.1602,600,525,75,12.5,1468.9,51058.4,1661,,,,,,,,
Slide 70_Image01.vsi - EFI 40x_02 #4,06f98428-cdc6-43e3-beaf-5ae19ca28879,AVPE,,Image,Geometry,2091.7,1818.6,0.2508,1743.5142,99.7492,693416.8125,2530,2519,11,0.4348,15.82,695167.5,4752.2,,,,,,,,
Slide 70_Image01.vsi - EFI 40x_02 #4,3490a5b7-0eac-43e0-ba05-5003d9e771e8,MnPO,,Image,Polygon,1079.3,1968.2,0.0879,274.5553,99.9121,311964.5,1494,1492,2,0.1339,6.405,312241.5,3136.1,,,,,,,,
Slide 70_Image01.vsi - EFI 40x_02 #4,4db6919c-1a22-439a-a105-3fc886dd87d2,LPO,,Image,Rectangle,1205.1,581.89,0.1837,1119.5393,99.8163,608350.125,1690,1684,6,0.355,9.844,609480.6,3139.8,,,,,,,,
Slide 70_Image01.vsi - EFI 40x_03 #6,08a00b0b-c7a3-402d-be4c-be644b21337c,CP,,Image,Polygon,387.17,382.94,92.1238,59093.8359,7.8762,5052.2754,579,48,531,91.71,8277.1,64152.8,1994,,,,,,,,
Slide 70_Image01.vsi - EFI 40x_04 #8,eb98b613-b5c3-41d3-a855-b3925cbc4ad7,CP,,Image,Geometry,466.56,516.3,87.4285,39700.1016,12.5715,5708.5308,392,30,362,92.35,7970.5,45417.3,1740.8,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_01 #2,60c4cd75-7a91-4e66-bf13-a42161e9e40a,OVLT,,Image,Polygon,1873.1,865.53,0,0,100,82905.3047,411,411,0,0,0,82906.7,1083.5,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_01 #2,46a11172-95f4-49c8-b236-7ebc3f632c21,AVPE,,Image,Polygon,1849.6,1066,0.5049,3465.3677,99.495,682814.875,1916,1915,1,0.0522,1.457,686287.6,4082.8,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_01 #2,3681f9f7-1a17-43f5-a821-7f5f85194a41,MnPO,,Image,Polygon,1991.8,1872.6,0.1634,478.9989,99.8366,292613.6875,870,869,1,0.1149,3.412,293094.4,2581.9,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_01 #2,b89c1d8c-b136-4b9f-acfd-5da19f96522e,LPO,,Image,Rectangle,3168.1,1444.9,0.3159,1879.5929,99.6841,593088.4375,1180,1179,1,0.0847,1.681,594985.3,3108,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_02 #4,bd9063fc-3f99-467c-88e6-79aaed3585fa,MnPO,,Image,Polygon,2052.6,2178.5,0.1221,291.6104,99.8779,238521.4219,718,715,3,0.4178,12.56,238817.5,2518.3,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_03 #6,749ffc7b-13d7-45ce-b4a6-6cc4759e87e5,AVPE,,Image,Geometry,1530.9,1032.7,0.4278,3028.5139,99.5722,704946.6875,2413,2404,9,0.373,12.71,707975.6,4550.6,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_03 #6,23fedde0-26e0-4818-8110-b64f00c19a9d,OVLT,,Image,Polygon,1552.5,829.98,0.2368,66.0103,99.7632,27804.5781,289,289,0,0,0,27862.2,1406.6,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_03 #6,65995774-6cff-405a-bb12-19024173d032,MnPO,,Image,Polygon,1636.8,1951,0.4133,1210.2672,99.5867,291611.4062,1036,1029,7,0.6757,23.91,292819.4,2339.4,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_03 #6,f31e7f53-6afb-458c-85d3-0c6fdc2d9950,LPO,,Image,Rectangle,490.4,1900.6,0.5194,3175.1069,99.4806,608150.75,1499,1485,14,0.934,22.9,611320.6,3160.9,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_03 #6,b8e5bed1-0d39-40e7-945a-51ba17d9f8fa,PathAnnotationObject,,Image,Rectangle,1555.4,1194.2,,,,,4734,4705,29,0.6126,5.062,5728726.5,9573.9,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_04 #8,10cd4aed-c72b-4efc-a42a-0a8b3ea4f867,AVPE,,Image,Geometry,1706.8,1163.7,0.0661,457.7502,99.9339,691726.875,1783,1782,1,0.0561,1.445,692184.4,4949.9,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_04 #8,aa374fb4-b4bf-4b34-bd2b-82c930586ee8,MnPO,,Image,Polygon,1758.7,2243.9,0.4018,1281.1525,99.5982,317536.7812,1049,1044,5,0.4766,15.68,318818.2,2516.7,,,,,,,,
Slide 71_Image01.vsi - EFI 40x_04 #8,2eb66d56-4ef2-4c2e-a4d8-3396a096567a,LPO,,Image,Rectangle,443.08,1844.3,0.1669,1020.3,99.8331,610262.375,1348,1345,3,0.2226,4.908,611268.5,3145.9,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_01 #2,15942065-44df-4f85-9100-73bed2652cb5,OVLT,,Image,Polygon,2193,800.16,1.058,464.1646,98.942,43406.1094,274,261,13,4.745,296.33,43870.3,760.38,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_01 #2,02fae041-b632-46cb-888c-547df2a44530,AVPE_x05,,Image,Geometry,1892.8,1039.4,0.0498,164.8056,99.9502,331100.9062,1078,1076,2,0.1855,6.037,331264.3,2914.3,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_01 #2,b2476340-b96c-477e-85a6-989ab6b157fc,LPO,,Image,Rectangle,714.9,1524.6,0.0166,101.2972,99.9834,610117.625,1401,1399,2,0.1428,3.278,610194.3,3149.8,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_02 #4,d03be106-757f-4d07-b5b4-eca8203532e3,OVLT,,Image,Polygon,1894.9,979.33,0.4195,320.2035,99.5805,76007.3359,454,449,5,1.101,65.51,76326.8,1013.9,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_02 #4,164e69bf-044f-47fa-b9de-df31fde4259e,AVPE_x05,,Image,Geometry,1561.2,1197,0.1368,479.2643,99.8632,349884.9688,1113,1108,5,0.4492,14.27,350364.2,2496.6,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_02 #4,929ad79b-97ca-486f-b54e-608867bf65a9,LPO,,Image,Rectangle,540.88,1664.3,0.1586,975.0513,99.8414,613954.75,1480,1458,22,1.486,35.77,615050.8,3167.7,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_03 #6,4a2ab8f6-f890-49e9-b126-eb8fc2b9041c,OVLT,,Image,Polygon,2704,819.64,1.6605,676.7728,98.3395,40079.7461,304,295,9,2.961,220.82,40757.1,829.29,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_03 #6,a64008e7-8eb4-4287-a523-2375d3819025,AVPE_x05,,Image,Geometry,2432.5,1058.8,0.2859,994.789,99.7141,346902.4375,1210,1193,17,1.405,48.86,347897.6,2474.3,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_03 #6,70c3866f-6385-470e-bcb3-1822699ad07e,LPO,,Image,Rectangle,1352.8,1711.2,0.4739,2853.8982,99.5261,599413.25,1491,1440,51,3.421,84.68,602244.6,3178.1,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_04 #8,db07dd30-6f50-49ac-806a-31bb034ba58a,OVLT,,Image,Polygon,1603.3,535.04,1.1578,741.8096,98.8422,63330.4297,603,588,15,2.488,234.12,64070.1,1438.1,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_04 #8,cece0595-0d6d-4f77-8c3c-158e8d8917a1,AVPE_x05,,Image,Polygon,1373,901.2,0.1072,369.4818,99.8928,344171.6875,1299,1294,5,0.3849,14.51,344538.7,2573.1,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_04 #8,a0433c0d-7b9b-45ad-a839-698439aff65f,LPO,,Image,Rectangle,419.3,1260.2,0.1012,616.0577,99.8988,607962.6875,1610,1595,15,0.9317,24.65,608575,3123.9,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_05 #10,a971715d-94d5-419a-bce1-3b6f416df0c2,OVLT,,Image,Polygon,1613.6,760.24,0.6579,194.7942,99.3421,29412.2871,272,267,5,1.838,168.9,29603.8,1484.4,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_05 #10,9038a543-1a21-49c1-95d0-778470ababa2,AVPE_x05,,Image,Geometry,1385.6,1061.2,0.1606,552.3121,99.8394,343357,1238,1227,11,0.8885,31.99,343909.2,2586.2,,,,,,,,
Slide 72_Image01.vsi - EFI 40x_05 #10,36c366f5-2ef1-4a80-b964-5c451e1731a4,LPO,,Image,Rectangle,422.95,1546.8,0.0933,569.1774,99.9067,609270.75,1552,1547,5,0.3222,8.199,609827.2,3133.6,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_01 #2,01f16b80-9834-486c-b029-1a93a19a51e3,OVLT,,Image,Polygon,1660.6,666.63,0.0981,61.1338,99.9019,62258.0117,403,402,1,0.2481,16.05,62321.3,1419,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_01 #2,62cb5b57-a3ef-4e4b-9f32-ad70df564ce4,AVPE,,Image,Geometry,1580.2,1108.7,0.3181,2290.3584,99.6819,717775.3125,2926,2915,11,0.3759,15.28,720074.1,5325.9,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_01 #2,9b679444-60c5-4ed6-8dca-ca9e0abfa9e6,MnPO,,Image,Geometry,1590.7,2071,0.0774,210.4648,99.9226,271812.625,886,884,2,0.2257,7.352,272041.8,4063.1,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_01 #2,9f94f32d-ddb1-449d-8358-7138462a747b,LPO,,Image,Rectangle,2604.2,1817.4,1.2257,7287.2432,98.7743,587240.125,1795,1773,22,1.226,37,594518.1,3125.8,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_02 #4,1d0e8370-0dc1-46b9-8c91-de4e690f16af,OVLT,,Image,Polygon,1598.2,836.38,0.8454,408.5687,99.1546,47922.5078,540,538,2,0.3704,41.38,48332.1,1238.8,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_02 #4,9c05223e-ba8d-4bd7-b551-befd7b010e13,AVPE,,Image,Geometry,1450.5,1215.3,0.9393,6108.1763,99.0607,644215.875,2758,2734,24,0.8702,36.9,650325.9,5037.8,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_02 #4,11a36cc4-f3c7-49f2-999a-e71830426066,MnPO,,Image,Geometry,1428.6,2087.8,0.2805,762.7009,99.7195,271120.0938,1053,1045,8,0.7597,29.42,271899,4994.9,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_02 #4,a9ded2bc-b315-4d10-b148-269e0a0e3a8c,LPO,,Image,Rectangle,2311.9,1926.1,2.3548,14295.3721,97.6452,592769.8125,1965,1907,58,2.952,95.54,607055.1,3118,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_03 #6,7c8f1184-adbc-4f95-ab26-5bd2f097aa0f,AVPE,,Image,Geometry,1314.2,961.43,0.1158,810.1475,99.8842,698875,2738,2735,3,0.1096,4.288,699682.7,5033.8,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_03 #6,0d9fc95d-aea3-4982-be3a-2a8a95525c9a,MnPO,,Image,Geometry,1295.5,1923.3,0.1616,432.7691,99.8384,267397.2812,1071,1068,3,0.2801,11.2,267841,4454.3,,,,,,,,
Slide 75_Image01.vsi - EFI 40x_03 #6,7ca7680f-e5bc-4ac0-9b00-1008af7d06e9,LPO,,Image,Rectangle,2220.2,1600,0.6849,4043.4382,99.3151,586324.6875,2125,2107,18,0.8471,30.49,590363,3119,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_01 #2,bfeb25ad-f174-453f-865c-a9c9c4037576,VMH,,Image,Polygon,2023.8,1257.1,0.0475,145.2226,99.9525,305599.875,971,971,0,0,0,305744.6,2005.9,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_01 #2,5670e721-fc2c-4805-8ca7-ac8a3a56212d,DMH,,Image,Polygon,1419.5,1777.5,1.1734,2528.6016,98.8266,212958.5781,864,849,15,1.736,69.61,215490.8,2003,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_01 #2,fdf2cba9-cfdc-48cb-ac6e-860dec4c5f44,BTAN,,Image,Geometry,1715.5,640.5,0.4852,59.1589,99.5148,12132.3701,118,118,0,0,0,12206.3,1707.1,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_01 #2,ed4adddf-368b-4efd-b878-6c1a4c214f35,PT,,Image,Polygon,1653.6,514.74,0.1406,35.9433,99.8594,25526.1289,88,88,0,0,0,25561.3,780.34,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_01 #2,3d6d2bf7-5134-469e-bcbb-ae99e8ea857b,PT,,Image,Geometry,1684.2,455.26,0.354,68.3555,99.646,19242.875,162,161,1,0.6173,51.83,19295.5,2037.1,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_01 #2,709377cc-c6a9-496f-a657-30e6367f4b3f,ATAN,,Image,Geometry,1702.7,1576,0.0441,10.4088,99.9559,23617.9727,240,240,0,0,0,23623.1,2967.5,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_01 #2,c0d18719-6e81-4509-8af8-94be2ad894e8,ARC,,Image,Polygon,1964.1,776.34,0.0597,65.4042,99.9403,109546.2578,277,276,1,0.361,9.123,109610.9,1277.4,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_02 #4,450d23c5-88af-4cf9-a025-dbc34a70b4f8,VMH,,Image,Polygon,978.37,1122.8,0.0118,38.6575,99.9882,326720.3125,1076,1076,0,0,0,326759.3,2077.9,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_02 #4,7030623f-da9d-441a-8b37-79aa49817246,ARC,,Image,Polygon,928.47,675.13,0.0206,22.4777,99.9794,109312.5469,384,384,0,0,0,109334.6,1366,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_02 #4,bd5f1ff4-f53a-4713-98d3-96f25aa0c3b0,BTAN,,Image,Geometry,1375.3,560.27,0.4688,137.5543,99.5312,29202.2285,244,241,3,1.23,102.22,29347.2,2193.7,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_02 #4,5e3891bb-5e4a-47d8-89a2-d26a5551516b,DMH,,Image,Polygon,1812.4,1646.3,1.6191,3690.1978,98.3809,224228.6406,876,855,21,2.397,92.14,227914.2,2464.8,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_02 #4,2a812d68-f75c-4213-9f42-701e5dbe6797,ATAN,,Image,Geometry,1543.1,1591.4,0.0542,19.3419,99.9458,35654.2109,309,309,0,0,0,35677.2,3306,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_02 #4,07bbbf31-c0a0-4b68-9b86-8b6da597cc61,PT,,Image,Geometry,1280.8,390.07,0.0358,8.9068,99.9642,24844.9453,174,174,0,0,0,24849.7,2645.9,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_02 #4,1e7c1120-80bc-44dd-9007-87d75c0098ce,ME,,Image,Polygon,1311.2,442.71,0.2554,69.6468,99.7446,27200.9727,104,104,0,0,0,27268.4,1007.7,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,205b081e-3b9c-4051-969a-04548b0fc416,DMH,,Image,Polygon,1094.5,1454.4,1.0026,2041.6277,98.9974,201591.2812,758,743,15,1.979,73.66,203634.7,2085.5,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,ea3c3440-1c10-4366-a68c-cc103cc409ff,VMH,,Image,Polygon,795.95,1055.1,0.0186,54.5211,99.9814,292723.0938,939,939,0,0,0,292778.2,1977.5,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,c751e225-4680-417f-ab83-2d733cc7b323,ARC,,Image,Polygon,956.62,700,0.0343,29.5399,99.9657,86094.5625,295,294,1,0.339,11.61,86124.7,1188.7,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,8d0d075c-3ba5-45a2-9c11-af6fdd13b577,ATAN,,Image,Polygon,1403.3,1398.4,0.0351,10.6723,99.9649,30372.1797,235,235,0,0,0,30383.4,1675.4,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,c875b471-f96d-47b0-bd98-c03d76649814,BTAN,,Image,Geometry,1326.1,460.56,0.5128,114.9712,99.4872,22304.0371,203,201,2,0.9852,89.19,22423.7,1789.6,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,e329c6c3-5350-439f-b024-66b833100896,PT,,Image,Polygon,1432.7,303.69,0.0879,15.4419,99.9121,17551.6152,145,145,0,0,0,17566.3,1621.1,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,99b5564a-40c8-44cb-96d4-f29a4dc0f90d,ME,,Image,Geometry,1324.8,400.84,0.1582,32.2805,99.8418,20371.6113,58,58,0,0,0,20402,881.71,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_03 #6,d157845a-f76b-470d-b637-245cd8d2115b,PathAnnotationObject,,Image,Rectangle,1327.2,1069.6,,,,,2633,2615,18,0.6836,4.844,3715555.1,7719.8,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,ea2223d9-2064-46fe-95ac-71132154c29d,DMH,,Image,Polygon,1614.1,1618.5,0.9285,1868.13,99.0715,199341.25,700,687,13,1.857,64.61,201210.1,2094.6,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,f803f2f4-90f2-4332-adb7-b03bb096a6cd,VMH,,Image,Polygon,1813.9,1188.4,0.0909,289.1276,99.9091,317793.1875,990,989,1,0.101,3.144,318082.8,2074.6,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,acc97d33-ba94-4c1c-965e-b31338c3a42d,ARC,,Image,Polygon,1647.6,736.93,0.1691,176.3436,99.8309,104098.8203,367,365,2,0.545,19.18,104274.5,1348.5,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,e79c94f3-c957-4da4-827a-1ffe38801483,ATAN,,Image,Polygon,1341.7,1539.6,0.1904,61.0562,99.8096,32008.8652,278,278,0,0,0,32059,2172.8,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,fc2f3a08-5ac9-49d6-b377-6fa174208e30,BTAN,,Image,Geometry,1202.7,733.24,0.4983,194.0781,99.5017,38757.6445,375,373,2,0.5333,51.31,38975.3,3467,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,58f8a388-d2fc-4b59-bdf0-771475871007,PT,,Image,Geometry,1483,509.2,0.0265,11.0939,99.9735,41845.8945,524,524,0,0,0,41881.4,2244,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,96b5675e-eb18-4b0c-bc36-2c2aec486496,ME,,Image,Polygon,1211.4,600.78,0.4827,238.2694,99.5173,49119.25,159,158,1,0.6289,20.26,49358.7,1534.8,,,,,,,,
Slide 77_Image01.vsi - EFI 40x_04 #8,2e11dec3-5034-42bd-aac8-ba9a569ca44c,PathAnnotationObject,,Image,Rectangle,1375.9,1237,,,,,3393,3374,19,0.56,3.711,5119503,9062.8,,,,,,,,
Slide 78_Image01.vsi - EFI 40x_02 #4,fc18ef9e-61b6-424d-afb0-7a331036c969,OVLT,,Image,Polygon,1936.3,928.36,0.2318,204.8295,99.7682,88162.5156,512,512,0,0,0,88364.7,1093.9,,,,,,,,
Slide 78_Image01.vsi - EFI 40x_02 #4,33a5f210-71e8-4ae4-ab3c-cdcb36ceb176,AVPE,,Image,Polygon,1960.9,1005.9,0.5281,3741.6987,99.4719,704803.4375,2853,2848,5,0.1753,7.057,708540.5,5070.3,,,,,,,,
Slide 78_Image01.vsi - EFI 40x_02 #4,f6c9a5f5-73f6-467b-b59a-14d9172c7bb1,MnPO,,Image,Polygon,2009.2,1944.1,0.182,500.3176,99.818,274464.1875,1292,1291,1,0.0774,3.637,274962,3274.5,,,,,,,,
Slide 78_Image01.vsi - EFI 40x_02 #4,82a50462-956d-4c19-b951-5a32aaf77f11,LPO,,Image,Rectangle,3417.4,1680.8,0.968,5810.1943,99.032,594402.0625,1860,1857,3,0.1613,4.998,600225.2,3109.3,,,,,,,,
Slide 78_Image01.vsi - EFI 40x_05 #10,aafab25e-855d-4ff6-b156-2a3835c93f1a,CP,,Image,Geometry,365.82,645.98,0.0125,23.2946,99.9875,186034.7031,1155,1154,1,0.0866,5.375,186059.7,4007.7,,,,,,,,
Slide 78_Image01.vsi - EFI 40x_06 #12,8c373f8e-f68f-44f9-888d-fe954a328deb,CP,,Image,Geometry,203.12,270.07,0.031,23.848,99.969,76851.8906,600,600,,0,,76896.3,2614,,,,,,,,
Slide_73_01.vsi - EFI 40x_01 #2 COMBINED,d5902583-f2ca-44d0-b753-501f4d0d6fac,OVLT,,Image,Polygon,2360.9,1626.6,0.5174,368.6825,99.4826,70883.2969,478,475,3,0.6276,42.1,71251.7,1101.3,,,,,,,,
Slide_73_01.vsi - EFI 40x_01 #2 COMBINED,288d4f84-146e-40e9-a208-cfd466abb437,AVPE,,Image,Polygon,2130.8,1658.4,0.5416,3748.3289,99.4584,688300.6875,2221,2210,11,0.4953,15.89,692050.2,4085.7,,,,,,,,
Slide_73_01.vsi - EFI 40x_01 #2 COMBINED,4c760d3c-9c22-4486-ba31-fc4354e41551,MnPO,,Image,Polygon,1321,1639.5,0.5969,1724.673,99.4031,287216.875,772,767,5,0.6477,17.3,288941.8,2363.7,,,,,,,,
Slide_73_01.vsi - EFI 40x_01 #2 COMBINED,16064a98-d48d-4a24-8f14-d29ccb402112,LPO,,Image,Rectangle,1747.3,498.19,0.1338,764.138,99.8662,570233.25,1535,1534,1,0.0651,1.751,570985.7,3058.3,,,,,,,,
Slide_73_01.vsi - EFI 40x_02 #4 COMBINED,5c807aaf-aafd-4434-ae62-21cb3a79b39c,MnPO,,Image,Polygon,1622.4,2238.4,0.8182,2907.7983,99.1818,352473.3125,978,970,8,0.818,22.51,355384,2788.1,0.8182,2907.7983,99.1818,352473.3125,,,,
Slide_73_01.vsi - EFI 40x_02 #4 COMBINED,936c8959-7826-4ad7-8910-25008d4e5d19,LPO,,Image,Rectangle,909.37,1001.7,0.4829,2910.9604,99.5171,599850.0625,1569,1559,10,0.6373,16.59,602771.9,3131.4,0.4829,2910.9604,99.5171,599850.0625,,,,
Slide_73_01.vsi - EFI 40x_02 #4 COMBINED,fb8064dc-636c-46e7-a231-cf382c43dec7,AVPE,,Image,Polygon,778.3,2334.2,5.7727,41215.0977,94.2273,672744.75,2607,2514,93,3.567,130.26,713969.4,3908.4,5.7727,41215.0977,94.2273,672744.75,,,,
Slide_73_01.vsi - EFI 40x_02 #4 COMBINED,aaf4878d-f255-4091-8841-1bae9307214d,OVLT,,Image,Polygon,487.81,2321.4,25.0983,9138.6396,74.9017,27272.7793,367,286,81,22.07,2224.6,36411.5,738.68,25.0983,9138.6396,74.9017,27272.7793,,,,
Slide_73_01.vsi - EFI 40x_03 #6 COMBINED,999450ff-a5ab-4353-a9b2-6f9833c708bb,OVLT,,Image,Geometry,2617.6,1814.8,5.7611,2603.9402,94.2389,42594.9883,509,482,27,5.305,597.39,45196.8,2364.1,,,,,,,,
Slide_73_01.vsi - EFI 40x_03 #6 COMBINED,746d61ec-0fb5-476e-8e5a-82d4762faaed,AVPE,,Image,Polygon,2451.2,1816.1,0.5459,3750.7004,99.4541,683340.5,2536,2523,13,0.5126,18.92,687091.3,4379.3,,,,,,,,
Slide_73_01.vsi - EFI 40x_03 #6 COMBINED,d3e97852-69cd-43d0-85ab-7efb79a5e9bb,MnPO,,Image,Polygon,1655.9,1929.9,0.1517,411.1873,99.8483,270645.5938,948,946,2,0.211,7.378,271066.4,2489.5,,,,,,,,
Slide_73_01.vsi - EFI 40x_03 #6 COMBINED,2161bc15-bc77-4161-9f89-0918eefd14c5,LPO,,Image,Rectangle,1846.7,622.47,0.2852,1823.9124,99.7148,637619.0625,1605,1602,3,0.1869,4.692,639446.5,3242.7,,,,,,,,
Slide_73_01.vsi - EFI 40x_04 #8 COMBINED,4f9d8528-0270-4de8-9462-a0350c97df28,OVLT,,Image,Polygon,2644.5,1433.8,1.4759,1134.955,98.5241,75763.7109,382,367,15,3.927,195.06,76899.4,1327.4,1.4759,1134.955,98.5241,75763.7109,,,,
Slide_73_01.vsi - EFI 40x_04 #8 COMBINED,eed00d2e-996b-4b81-974d-1ae8f0cbaa8d,AVPE,,Image,Polygon,2558.5,1440.5,0.1552,1143.2029,99.8448,735403.625,2620,2618,2,0.0763,2.715,736558.4,4798.6,0.1552,1143.2029,99.8448,735403.625,,,,
Slide_73_01.vsi - EFI 40x_04 #8 COMBINED,8d6bf51b-41d5-4dcf-8f7b-6aa6e59463bd,MnPO,,Image,Polygon,1629.5,1620.8,0.066,194.3152,99.934,294184.5938,1078,1076,2,0.1855,6.794,294384.1,2661,0.066,194.3152,99.934,294184.5938,,,,
Slide_73_01.vsi - EFI 40x_04 #8 COMBINED,c51a7296-cf9d-4d2a-a9c1-325eab4e27b9,LPO,,Image,Rectangle,2318.2,2716,0.8561,4963.0757,99.1439,574786.9375,1666,1650,16,0.9604,27.6,579760.9,3093.7,0.8561,4963.0757,99.1439,574786.9375,,,,
Slide 24_Image01.vsi - EFI 40x_01 #2,4b0aa27e-9051-43f8-b0b8-c3da2e27ac90,VMH,,Image,Polygon,660.11,407.94,0.3172,672.1452,99.6828,211228.1562,629,627,2,0.318,9.439,211892.1,1921.7,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_01 #2,2b0dbe48-f60a-4728-a90a-21fbb0b1c9b7,DMH,,Image,Polygon,978.28,648.66,0.2796,566.6869,99.7205,202145.6406,800,791,9,1.125,44.4,202716.8,1871.3,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_01 #2,828d9a3a-b739-40ad-a6d2-68e5a542a3d3,ARC,,Image,Polygon,440.82,708,0.1977,154.5773,99.8023,78046.4531,353,353,0,0,0,78201.9,1048.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_01 #2,c4b6ff83-f8ed-4214-bb8b-068c14beedef,ATAN,,Image,Polygon,1143.2,909.56,3.991,1822.3137,96.009,43838.3477,582,572,10,1.718,218.94,45675.2,2708.5,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_01 #2,16d703b7-d578-4bc7-9c28-de77bb03a661,BTAN,,Image,Geometry,284.63,902.29,0.1275,31.5163,99.8725,24680.7246,278,278,0,0,0,24704.7,2557.1,,,,,,,,
