Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num 1+,Num 2+,Num 3+,Num Negative,Positive %,H-score,Allred proportion,Allred intensity,Allred score,Area µm^2,Perimeter µm
Image_11.vsi - 40x_03 #5,261c7814-f4b4-4fe1-ba50-dbe8c99ee30e,DMH,,Image,Polygon,814.36,1235.9,508,4,36,,468,7.874,14.96,2,2,4,207600.1,2138.4
Image_11.vsi - 40x_03 #5,dc2f1ce0-2def-4a07-8225-d0f1e867e2e2,VMH,,Image,Polygon,652.64,1623.8,561,2,4,,555,1.07,1.783,2,1,3,306735.2,2055.8
Image_11.vsi - 40x_03 #5,d640a1bb-5ae3-4b93-9f17-29387b7e7a76,ARC,,Image,Polygon,845.88,1921.8,209,0,2,,207,0.9569,1.914,1,2,3,103625.8,1434.1
Image_11.vsi - 40x_03 #5,70dd38df-0472-41a7-9274-a40ed7c70062,ATAN,,Image,Polygon,1126,1354.4,133,0,0,,133,0,0,0,0,0,20157.4,1134.3
Image_11.vsi - 40x_03 #5,872d9f21-9109-4728-b04f-e8961347664b,PT,,Image,Geometry,1416.3,2160.6,93,1,0,,92,1.075,1.075,2,1,3,12131.3,1679.9
Image_11.vsi - 40x_04 #7,37dd0264-a488-4e40-8c0c-2716c80c6f1c,VMH,,Image,Polygon,646.36,1894.1,526,7,7,,512,2.662,3.992,2,1,3,306379.7,2063.2
Image_11.vsi - 40x_04 #7,438fe155-9d1d-4a87-bbe4-918657c54c3a,PT,,Image,Geometry,900.2,2451.4,113,4,0,,109,3.54,3.54,2,1,3,16089.5,1517.4
Image_11.vsi - 40x_04 #7,42fc1dc4-a13e-40d8-afd7-8bb06dd3ef8b,ARC,,Image,Polygon,813.86,2213.4,250,0,0,,250,0,0,0,0,0,104243.5,1349.3
Image_11.vsi - 40x_04 #7,43f3c798-f228-48f7-86a6-13ea22afb375,ATAN,,Image,Geometry,1130.3,1755,79,0,0,,79,0,0,0,0,0,14310.2,898.16
Image_11.vsi - 40x_04 #7,bfa10c3d-7b4b-464b-a99f-fafefd5499b3,DMH,,Image,Polygon,809.06,1552.1,519,10,38,,471,9.249,16.57,2,2,4,193574.6,2169.5
Image_12.vsi - 40x_01 #1,a7cb7c8a-ab40-4e1f-891a-202704bfc755,DMH,,Image,Polygon,554.19,1086.3,344,11,29,,304,11.63,20.06,3,2,5,196498.7,1789
Image_12.vsi - 40x_03 #5,71a3e27b-c9e5-45ce-bfa9-58d66a456151,VMH,,Image,Polygon,1823.4,426.07,642,0,0,0,642,0,0,0,0,0,303097.1,1998.8
Image_12.vsi - 40x_03 #5,44f2b94f-6f12-4f70-82fd-6fc0431d3bab,ARC,,Image,Polygon,2143.1,564.05,296,31,4,0,261,11.82,13.18,3,1,4,105388,1525.3
Image_12.vsi - 40x_03 #5,e6f6330d-6bb3-41c7-989a-684bc66b82ea,DMH,,Image,Polygon,1284.7,600.58,514,10,38,1,465,9.533,17.32,2,2,4,201173.8,1827.2
Image_12.vsi - 40x_03 #5,4f8c018e-5ebb-45ab-80a8-7a0165fce2b5,ATAN,,Image,Polygon,1371.2,832.61,198,0,0,0,198,0,0,0,0,0,27053.6,1386.9
Image_12.vsi - 40x_03 #5,8a551c98-e45c-49d7-9869-3a3ebee1d403,PT,,Image,Polygon,2277.5,1152.3,125,82,0,0,43,65.6,65.6,4,1,5,24414.3,1992.6
Image_12.vsi - 40x_04 #7,625d5ef9-fe12-41ca-8e42-5a9e18b9c9e9,DMH,,Image,Polygon,1047.6,1035.5,580,37,42,2,499,13.97,21.9,3,1,4,204761.3,1912.2
Image_12.vsi - 40x_04 #7,2527be4d-e64d-4b57-994b-0e6a034ea020,VMH,,Image,Polygon,617.28,1300.4,598,5,1,0,592,1.003,1.171,2,1,3,309930.7,2071.5
Image_12.vsi - 40x_04 #7,a127be1e-500c-4da9-9408-0f0c548b376d,ARC,,Image,Polygon,347.87,1030.6,296,6,3,0,287,3.041,4.054,2,1,3,101565.2,1297.6
Image_12.vsi - 40x_04 #7,8803a3b3-d326-4b89-917a-91ed301f9e43,ATAN,,Image,Polygon,984.44,806.23,177,6,0,0,171,3.39,3.39,2,1,3,20938.9,1505.5
Image_12.vsi - 40x_04 #7,6f4f6b14-f76e-4ed7-aeda-34bb54e0b0ae,PT,,Image,Geometry,153.87,505.43,149,32,0,0,117,21.48,21.48,3,1,4,20792,2128.4
Image_12.vsi - 40x_05 #9,1a538e80-13d2-42aa-b717-170a83ee7643,DMH,,Image,Polygon,1018.9,1357.4,648,7,13,,628,3.086,5.093,2,1,3,201943.6,1860.7
Image_12.vsi - 40x_05 #9,a18c4126-acdb-42ac-bede-6f559fe770c3,VMH,,Image,Polygon,685.79,1736.5,630,4,8,,618,1.905,3.175,2,1,3,305524.4,2258
Image_12.vsi - 40x_05 #9,f7266a8f-7d5b-4d0a-ba7b-893c677f7874,ARC,,Image,Polygon,423.7,1425.3,398,7,1,,390,2.01,2.261,2,1,3,106941.5,1406.4
Image_12.vsi - 40x_05 #9,e128e2ab-fefa-45e2-af35-68f9fdef4a38,ATAN,,Image,Geometry,963.62,1113.1,168,1,0,,167,0.5952,0.5952,1,1,2,22948.5,1344.1
Image_12.vsi - 40x_05 #9,c7d94e1c-e401-4a2e-9c14-3e6f44306acb,PT,,Image,Geometry,147.74,858.5,180,14,0,,166,7.778,7.778,2,1,3,29557.3,2453.6
